app,category,rating,reviews,size,installs,type,price,content_rating,genres,last_updated,current_ver,android_ver
Sample App 388,FINANCE,4.2,93009,39M,"1,000,000+",Paid,0,Teen,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 389,SHOPPING,1.5,92306,32M,"100,000+",Paid,0,Mature 17+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 390,TRAVEL,4.6,1941,31M,"1,000,000+",Free,0,Everyone 10+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 391,COMMUNICATION,2.5,35582,11M,"100,000+",Paid,0,Mature 17+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 392,EDUCATION,4.2,23329,45M,"1,000+",Free,0,Mature 17+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 393,ENTERTAINMENT,4.8,23275,30M,"100,000+",Paid,$1.99,Mature 17+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 394,ENTERTAINMENT,3.7,26150,40M,100+,Paid,$9.99,Everyone,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 395,PRODUCTIVITY,2.6,31622,73M,"10,000+",Paid,0,Mature 17+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 396,GAME,2.9,91051,53M,"1,000,000+",Free,0,Everyone,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 397,FINANCE,2.4,37449,6M,"10,000+",Free,0,Mature 17+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 398,ENTERTAINMENT,1.6,65251,71M,"100,000+",Free,0,Teen,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 399,FINANCE,4.6,60835,35M,"100,000+",Paid,$4.99,Everyone 10+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 400,COMMUNICATION,2.1,70157,34M,100+,Free,0,Everyone,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 401,COMMUNICATION,4.1,4291,77M,"1,000+",Paid,0,Mature 17+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 402,EDUCATION,4.2,87506,1M,"1,000,000+",Free,0,Everyone 10+,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 403,PRODUCTIVITY,3.8,86620,100M,"10,000+",Paid,0,Everyone,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 404,EDUCATION,3.8,46892,17M,"1,000,000+",Free,$5.99,Mature 17+,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 405,HEALTH_AND_FITNESS,3.7,92101,5M,"100,000+",Free,0,Teen,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 406,ENTERTAINMENT,4.7,74339,80M,"1,000+",Paid,0,Everyone,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 407,SHOPPING,1.2,41529,16M,"100,000+",Free,0,Everyone,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 408,SOCIAL,4.3,2641,18M,"1,000+",Free,0,Everyone,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 409,COMMUNICATION,1.6,68493,69M,"1,000+",Free,$4.99,Everyone,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 410,COMMUNICATION,2.9,16276,72M,"100,000+",Paid,$7.99,Everyone 10+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 411,COMMUNICATION,2.7,33865,74M,100+,Paid,$5.99,Everyone,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 412,HEALTH_AND_FITNESS,3.1,90501,73M,"1,000+",Free,0,Everyone,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 413,ENTERTAINMENT,3.7,79947,28M,"100,000+",Free,0,Teen,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 414,HEALTH_AND_FITNESS,2.4,20891,57M,"1,000+",Free,0,Mature 17+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 415,TRAVEL,1.4,41066,56M,"100,000+",Free,$10.99,Mature 17+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 416,ENTERTAINMENT,1.8,48906,57M,"10,000+",Free,0,Mature 17+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 417,SOCIAL,1.0,92179,34M,"100,000+",Paid,$10.99,Everyone 10+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 418,HEALTH_AND_FITNESS,2.0,67917,1M,"1,000,000+",Paid,0,Everyone,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 419,HEALTH_AND_FITNESS,2.4,10689,79M,"1,000,000+",Free,0,Mature 17+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 420,COMMUNICATION,1.1,17088,7M,"1,000,000+",Free,0,Mature 17+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 421,FINANCE,1.7,54697,19M,"1,000,000+",Paid,0,Teen,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 422,SHOPPING,4.6,60826,39M,"1,000+",Paid,$3.99,Everyone 10+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 423,COMMUNICATION,3.7,44789,47M,"1,000,000+",Paid,0,Everyone,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 424,COMMUNICATION,3.0,24614,1M,"1,000+",Free,0,Teen,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 425,FINANCE,4.1,31387,73M,"100,000+",Free,$4.99,Everyone 10+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 426,COMMUNICATION,5.0,78412,77M,"10,000+",Free,0,Teen,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 427,HEALTH_AND_FITNESS,3.8,45157,17M,"1,000+",Paid,0,Everyone 10+,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 428,SHOPPING,1.9,78016,30M,"100,000+",Paid,0,Mature 17+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 429,ENTERTAINMENT,1.2,79130,13M,"1,000,000+",Paid,0,Everyone 10+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 430,EDUCATION,3.9,14666,91M,100+,Paid,$10.99,Everyone,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 431,PRODUCTIVITY,1.7,159,91M,"100,000+",Paid,0,Teen,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 432,FINANCE,4.6,77862,56M,"100,000+",Free,$8.99,Teen,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 433,EDUCATION,1.6,54689,84M,"10,000+",Paid,$2.99,Mature 17+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 434,GAME,4.9,9396,1M,"100,000+",Free,0,Teen,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 435,SOCIAL,4.8,21998,44M,"1,000,000+",Free,$5.99,Teen,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 436,HEALTH_AND_FITNESS,3.0,32329,51M,"1,000+",Paid,0,Everyone,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 437,HEALTH_AND_FITNESS,2.3,89762,9M,"10,000+",Free,0,Everyone,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 438,HEALTH_AND_FITNESS,2.6,51331,78M,"1,000+",Paid,$3.99,Everyone,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 439,SOCIAL,4.7,73113,70M,"1,000,000+",Free,0,Everyone 10+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 440,HEALTH_AND_FITNESS,3.8,55158,80M,"10,000+",Paid,0,Everyone 10+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 441,SHOPPING,4.8,66552,24M,"100,000+",Paid,$1.99,Teen,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 442,HEALTH_AND_FITNESS,3.6,39086,29M,"1,000+",Paid,$5.99,Everyone 10+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 443,ENTERTAINMENT,4.9,36470,45M,"100,000+",Paid,0,Mature 17+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 444,FINANCE,2.4,58595,11M,"1,000,000+",Free,$10.99,Teen,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 445,HEALTH_AND_FITNESS,1.6,87381,92M,"10,000+",Free,$6.99,Mature 17+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 446,HEALTH_AND_FITNESS,2.7,53191,2M,"100,000+",Free,$3.99,Everyone 10+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 447,GAME,3.8,90890,67M,"1,000,000+",Paid,0,Mature 17+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 448,EDUCATION,3.8,70130,7M,100+,Paid,$2.99,Teen,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 449,HEALTH_AND_FITNESS,5.0,84818,48M,"1,000+",Free,0,Everyone,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 450,SHOPPING,1.8,7801,71M,"100,000+",Free,0,Mature 17+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 451,SOCIAL,3.0,85971,5M,"10,000+",Paid,0,Everyone,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 452,PRODUCTIVITY,4.8,76909,8M,"1,000,000+",Paid,0,Mature 17+,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 453,HEALTH_AND_FITNESS,3.0,33219,6M,"10,000+",Paid,0,Everyone,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 454,COMMUNICATION,1.5,84970,42M,"1,000,000+",Paid,0,Teen,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 455,GAME,3.3,7447,87M,"1,000,000+",Free,$5.99,Everyone,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 456,HEALTH_AND_FITNESS,4.9,407,23M,"1,000,000+",Paid,0,Everyone,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 457,SHOPPING,4.5,65630,97M,"1,000+",Free,0,Everyone,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 458,TRAVEL,2.8,69396,59M,"10,000+",Free,0,Mature 17+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 459,SOCIAL,3.8,45774,3M,"1,000,000+",Paid,0,Teen,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 460,TRAVEL,1.3,62331,22M,"100,000+",Paid,0,Mature 17+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 461,EDUCATION,3.4,95122,7M,"1,000+",Free,0,Everyone 10+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 462,SHOPPING,3.2,40316,88M,"100,000+",Paid,$2.99,Teen,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 463,SOCIAL,3.3,4714,5M,"100,000+",Paid,$6.99,Everyone,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 464,TRAVEL,4.1,40218,42M,"1,000+",Free,0,Teen,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 465,GAME,4.8,4531,87M,100+,Free,$10.99,Mature 17+,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 466,GAME,3.8,54770,13M,"1,000+",Paid,0,Mature 17+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 467,HEALTH_AND_FITNESS,4.3,1080,14M,"1,000,000+",Free,0,Mature 17+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 468,TRAVEL,2.8,94984,72M,"100,000+",Free,0,Everyone,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 469,GAME,4.1,83289,3M,"1,000+",Free,0,Everyone,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 470,HEALTH_AND_FITNESS,2.0,36719,85M,"10,000+",Paid,$9.99,Mature 17+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 471,ENTERTAINMENT,4.8,99621,40M,100+,Paid,0,Teen,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 472,FINANCE,3.7,44919,15M,"1,000+",Paid,$2.99,Everyone 10+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 473,SHOPPING,1.7,8915,1M,"1,000,000+",Free,0,Teen,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 474,ENTERTAINMENT,4.9,57360,47M,"1,000,000+",Free,0,Teen,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 475,TRAVEL,2.5,94532,38M,100+,Free,$1.99,Mature 17+,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 476,FINANCE,2.0,43907,53M,100+,Paid,0,Mature 17+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 477,COMMUNICATION,2.3,96098,72M,"10,000+",Paid,0,Teen,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 478,TRAVEL,1.8,58080,44M,"100,000+",Free,0,Mature 17+,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 479,SHOPPING,1.5,5990,6M,"1,000+",Free,0,Mature 17+,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 480,FINANCE,2.0,16054,22M,"1,000,000+",Paid,0,Everyone,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 481,EDUCATION,2.2,75156,21M,"100,000+",Paid,$6.99,Teen,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 482,HEALTH_AND_FITNESS,1.9,39537,24M,100+,Free,0,Everyone 10+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 483,SHOPPING,3.9,16213,47M,"1,000+",Free,$2.99,Everyone,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 484,ENTERTAINMENT,2.9,34736,81M,"100,000+",Free,0,Everyone,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 485,FINANCE,4.7,77667,32M,"100,000+",Paid,0,Everyone 10+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 486,EDUCATION,3.6,63572,21M,"1,000,000+",Paid,0,Everyone,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 487,GAME,4.3,5575,3M,"10,000+",Paid,0,Everyone 10+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 488,GAME,2.6,42344,89M,"1,000,000+",Free,0,Teen,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 489,FINANCE,3.2,4364,17M,100+,Free,0,Everyone 10+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 490,TRAVEL,4.5,57220,22M,100+,Free,0,Mature 17+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 491,EDUCATION,2.1,92059,65M,"100,000+",Free,0,Teen,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 492,ENTERTAINMENT,4.7,44458,99M,100+,Paid,$4.99,Mature 17+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 493,EDUCATION,1.4,18384,38M,"10,000+",Free,0,Everyone,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 494,SHOPPING,4.0,96956,58M,100+,Free,0,Everyone,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 495,COMMUNICATION,2.8,12766,39M,"10,000+",Free,0,Teen,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 496,SHOPPING,2.8,40683,37M,"1,000+",Free,0,Everyone 10+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 497,HEALTH_AND_FITNESS,1.1,5599,31M,"10,000+",Free,$7.99,Everyone,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 498,TRAVEL,3.9,27406,80M,"100,000+",Free,$7.99,Everyone,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 499,GAME,2.3,66134,81M,"1,000,000+",Paid,0,Everyone,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 500,PRODUCTIVITY,3.3,33802,23M,"10,000+",Free,0,Everyone,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 501,TRAVEL,3.2,28007,73M,"1,000+",Paid,0,Teen,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 502,TRAVEL,4.3,16946,63M,100+,Paid,$8.99,Everyone 10+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 503,COMMUNICATION,4.5,68159,66M,"1,000+",Free,0,Everyone,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 504,SHOPPING,2.6,95135,25M,"100,000+",Paid,$4.99,Teen,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 505,COMMUNICATION,2.1,28015,84M,"10,000+",Paid,$8.99,Everyone,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 506,SOCIAL,3.9,79381,37M,"1,000,000+",Free,0,Mature 17+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 507,HEALTH_AND_FITNESS,4.4,59874,60M,"1,000,000+",Paid,0,Everyone,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 508,GAME,1.2,91745,81M,"100,000+",Free,0,Mature 17+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 509,COMMUNICATION,3.0,58612,85M,"10,000+",Free,0,Everyone,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 510,SOCIAL,3.1,10269,23M,"10,000+",Paid,0,Mature 17+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 511,FINANCE,4.2,55178,88M,"1,000,000+",Free,0,Teen,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 512,FINANCE,2.9,9893,90M,"100,000+",Paid,0,Everyone 10+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 513,ENTERTAINMENT,2.1,60042,25M,"1,000,000+",Free,$1.99,Everyone,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 514,FINANCE,3.6,58147,36M,"1,000,000+",Free,0,Teen,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 515,COMMUNICATION,1.6,28370,25M,"100,000+",Paid,$5.99,Everyone 10+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 516,ENTERTAINMENT,3.5,31063,6M,"1,000,000+",Paid,$7.99,Mature 17+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 517,ENTERTAINMENT,1.7,69216,89M,"1,000,000+",Free,0,Everyone 10+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 518,HEALTH_AND_FITNESS,1.4,30007,85M,"100,000+",Paid,$2.99,Everyone 10+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 519,FINANCE,3.7,67825,12M,100+,Paid,0,Everyone 10+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 520,COMMUNICATION,3.1,80264,43M,"1,000,000+",Free,0,Everyone,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 521,SOCIAL,4.9,10384,32M,"1,000+",Free,$1.99,Mature 17+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 522,FINANCE,4.3,26279,36M,"1,000,000+",Free,$3.99,Teen,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 523,TRAVEL,1.1,42853,38M,"1,000,000+",Free,0,Mature 17+,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 524,GAME,4.6,74202,37M,100+,Free,0,Mature 17+,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 525,SOCIAL,2.3,65579,9M,"10,000+",Free,$7.99,Teen,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 526,HEALTH_AND_FITNESS,2.2,98921,81M,"1,000+",Paid,0,Everyone 10+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 527,TRAVEL,2.7,32770,9M,"1,000,000+",Free,0,Mature 17+,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 528,ENTERTAINMENT,2.8,51541,83M,"10,000+",Free,0,Mature 17+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 529,FINANCE,3.6,84608,35M,100+,Free,0,Mature 17+,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 530,GAME,3.9,67661,81M,"1,000+",Paid,0,Mature 17+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 531,GAME,2.3,58207,52M,"100,000+",Free,0,Teen,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 532,HEALTH_AND_FITNESS,2.9,94359,75M,"10,000+",Paid,0,Everyone,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 533,COMMUNICATION,1.4,73446,7M,"1,000,000+",Free,$10.99,Everyone 10+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 534,HEALTH_AND_FITNESS,2.2,89127,90M,100+,Paid,0,Everyone,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 535,HEALTH_AND_FITNESS,2.3,94652,14M,"100,000+",Paid,0,Mature 17+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 536,FINANCE,2.3,51593,72M,"1,000+",Free,$7.99,Everyone,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 537,GAME,2.5,4410,86M,"100,000+",Free,$10.99,Mature 17+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 538,EDUCATION,3.4,84066,35M,"1,000+",Free,$1.99,Everyone,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 539,FINANCE,2.1,73960,81M,"1,000,000+",Free,0,Teen,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 540,FINANCE,4.7,65493,16M,100+,Free,$2.99,Everyone,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 541,HEALTH_AND_FITNESS,4.3,97835,11M,100+,Paid,0,Teen,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 542,EDUCATION,3.3,85534,79M,"1,000+",Free,0,Teen,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 543,EDUCATION,5.0,61281,41M,100+,Paid,0,Everyone 10+,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 544,SHOPPING,4.9,44592,65M,"100,000+",Free,0,Everyone 10+,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 545,ENTERTAINMENT,3.2,19508,51M,100+,Free,0,Teen,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 546,PRODUCTIVITY,1.0,28813,24M,"1,000+",Paid,$1.99,Everyone 10+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 547,FINANCE,2.8,81334,59M,"1,000+",Paid,$5.99,Everyone,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 548,EDUCATION,2.0,54667,92M,"10,000+",Free,0,Everyone,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 549,TRAVEL,3.8,46667,15M,"1,000+",Paid,$7.99,Everyone,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 550,SOCIAL,2.7,22369,75M,100+,Paid,$6.99,Everyone 10+,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 551,GAME,2.7,92682,4M,100+,Free,0,Mature 17+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 552,SHOPPING,4.8,24982,54M,100+,Paid,$4.99,Everyone,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 553,EDUCATION,3.3,27563,45M,100+,Paid,0,Everyone,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 554,EDUCATION,4.8,83171,13M,"1,000,000+",Paid,0,Everyone 10+,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 555,ENTERTAINMENT,3.0,22852,28M,"10,000+",Free,0,Mature 17+,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 556,FINANCE,4.1,38670,94M,100+,Free,0,Teen,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 557,SOCIAL,3.5,57042,21M,"1,000+",Paid,$9.99,Everyone 10+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 558,SOCIAL,2.3,57404,90M,"100,000+",Paid,0,Everyone 10+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 559,GAME,1.6,47096,78M,"1,000+",Free,$10.99,Mature 17+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 560,SHOPPING,3.7,28244,29M,"10,000+",Paid,0,Mature 17+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 561,COMMUNICATION,3.9,7406,23M,"1,000+",Free,$7.99,Mature 17+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 562,HEALTH_AND_FITNESS,4.6,74535,10M,"1,000+",Paid,0,Everyone 10+,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 563,FINANCE,2.3,30830,69M,"100,000+",Free,0,Teen,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 564,SOCIAL,4.9,77256,8M,"10,000+",Paid,0,Everyone 10+,SOCIAL,"July 1, 2023",1.0,4.1 and up
Sample App 565,FINANCE,3.5,82418,52M,"10,000+",Paid,$5.99,Everyone,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 566,FINANCE,4.2,68483,93M,100+,Paid,0,Everyone 10+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
Sample App 567,COMMUNICATION,1.6,82338,99M,"1,000,000+",Paid,0,Mature 17+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 568,COMMUNICATION,1.5,42360,97M,"100,000+",Free,0,Everyone,FINANCE,"July 1, 2023",1.0,4.1 and up
Sample App 569,ENTERTAINMENT,2.9,50008,35M,100+,Paid,0,Teen,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 570,HEALTH_AND_FITNESS,3.0,83120,91M,"100,000+",Paid,0,Teen,HEALTH_AND_FITNESS,"July 1, 2023",1.0,4.1 and up
Sample App 571,PRODUCTIVITY,2.9,64712,13M,"1,000+",Free,$5.99,Everyone,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 572,EDUCATION,1.7,41109,20M,"100,000+",Free,0,Everyone 10+,SHOPPING,"July 1, 2023",1.0,4.1 and up
Sample App 573,PRODUCTIVITY,2.2,53678,44M,"10,000+",Paid,0,Everyone,GAME,"July 1, 2023",1.0,4.1 and up
Sample App 574,HEALTH_AND_FITNESS,4.8,63339,56M,"1,000,000+",Paid,0,Everyone,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 575,ENTERTAINMENT,1.5,89090,60M,"1,000,000+",Free,0,Teen,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 576,FINANCE,4.7,72879,61M,"1,000,000+",Free,$5.99,Everyone,COMMUNICATION,"July 1, 2023",1.0,4.1 and up
Sample App 577,HEALTH_AND_FITNESS,2.7,64289,75M,"10,000+",Paid,0,Everyone,EDUCATION,"July 1, 2023",1.0,4.1 and up
Sample App 578,SOCIAL,1.4,41257,70M,"1,000,000+",Free,0,Mature 17+,ENTERTAINMENT,"July 1, 2023",1.0,4.1 and up
Sample App 579,PRODUCTIVITY,4.3,74274,75M,"1,000,000+",Paid,0,Mature 17+,TRAVEL,"July 1, 2023",1.0,4.1 and up
Sample App 580,EDUCATION,2.5,89847,22M,100+,Paid,0,Mature 17+,PRODUCTIVITY,"July 1, 2023",1.0,4.1 and up
